Timestamp_ms,EMG_Value
pe:17.75
Rectified_Signal:4.40,Rectwin_Envelope:17.56,Hanning_Envelope:17.23
Rectified_Signal:22.36,Rectwin_Envelope:17.71,Hanning_Envelope:17.51
Rectified_Signal:24.59,Rectwin_Envelope:17.96,Hanning_Envelope:17.77
Rectified_Signal:5.58,Rectwin_Envelope:17.90,Hanning_Envelope:18.04
Rectified_Signal:40.34,Rectwin_Envelope:18.17,Hanning_Envelope:18.31
Rectified_Signal:22.29,Rectwin_Envelope:18.32,Hanning_Envelope:18.57
Rectified_Signal:2.29,Rectwin_Envelope:18.25,Hanning_Envelope:18.82
Rectified_Signal:10.27,Rectwin_Envelope:18.26,Hanning_Envelope:19.07
Rectified_Signal:23.68,Rectwin_Envelope:18.49,Hanning_Envelope:19.30
Rectified_Signal:22.64,Rectwin_Envelope:18.68,Hanning_Envelope:19.52
Rectified_Signal:27.31,Rectwin_Envelope:18.91,Hanning_Envelope:19.71
Rectified_Signal:23.26,Rectwin_Envelope:18.72,Hanning_Envelope:19.89
Rectified_Signal:23.69,Rectwin_Envelope:18.75,Hanning_Envelope:20.06
Rectified_Signal:3.68,Rectwin_Envelope:18.66,Hanning_Envelope:20.21
Rectified_Signal:6.67,Rectwin_Envelope:18.59,Hanning_Envelope:20.34
Rectified_Signal:6.66,Rectwin_Envelope:18.53,Hanning_Envelope:20.44
Rectified_Signal:2.34,Rectwin_Envelope:18.52,Hanning_Envelope:20.51
Rectified_Signal:11.32,Rectwin_Envelope:18.49,Hanning_Envelope:20.54
Rectified_Signal:17.65,Rectwin_Envelope:18.39,Hanning_Envelope:20.54
Rectified_Signal:13.62,Rectwin_Envelope:18.52,Hanning_Envelope:20.51
Rectified_Signal:37.30,Rectwin_Envelope:18.88,Hanning_Envelope:20.44
Rectified_Signal:28.25,Rectwin_Envelope:19.03,Hanning_Envelope:20.35
Rectified_Signal:27.19,Rectwin_Envelope:18.98,Hanning_Envelope:20.23
Rectified_Signal:1.80,Rectwin_Envelope:18.97,Hanning_Envelope:20.10
Rectified_Signal:17.16,Rectwin_Envelope:19.12,Hanning_Envelope:19.95
Rectified_Signal:10.82,Rectwin_Envelope:18.85,Hanning_Envelope:19.79
Rectified_Signal:13.79,Rectwin_Envelope:18.68,Hanning_Envelope:19.61
Rectified_Signal:23.17,Rectwin_Envelope:18.75,Hanning_Envelope:19.42
Rectified_Signal:25.11,Rectwin_Envelope:18.46,Hanning_Envelope:19.22
Rectified_Signal:9.87,Rectwin_Envelope:18.03,Hanning_Envelope:19.01
Rectified_Signal:4.86,Rectwin_Envelope:17.88,Hanning_Envelope:18.80
Rectified_Signal:1.85,Rectwin_Envelope:17.91,Hanning_Envelope:18.57
Rectified_Signal:21.81,Rectwin_Envelope:18.09,Hanning_Envelope:18.34
Rectified_Signal:12.17,Rectwin_Envelope:18.11,Hanning_Envelope:18.09
Rectified_Signal:26.12,Rectwin_Envelope:18.42,Hanning_Envelope:17.84
Rectified_Signal:22.84,Rectwin_Envelope:18.67,Hanning_Envelope:17.60
Rectified_Signal:4.15,Rectwin_Envelope:18.73,Hanning_Envelope:17.37
Rectified_Signal:31.09,Rectwin_Envelope:18.52,Hanning_Envelope:17.15
Rectified_Signal:24.04,Rectwin_Envelope:18.37,Hanning_Envelope:16.96
Rectified_Signal:11.02,Rectwin_Envelope:18.30,Hanning_Envelope:16.79
Rectified_Signal:5.97,Rectwin_Envelope:18.13,Hanning_Envelope:16.65
Rectified_Signal:17.93,Rectwin_Envelope:18.04,Hanning_Envelope:16.54
Rectified_Signal:16.90,Rectwin_Envelope:17.63,Hanning_Envelope:16.44
Rectified_Signal:40.02,Rectwin_Envelope:17.70,Hanning_Envelope:16.37
Rectified_Signal:35.95,Rectwin_Envelope:17.45,Hanning_Envelope:16.33
Rectified_Signal:26.00,Rectwin_Envelope:16.92,Hanning_Envelope:16.31
Rectified_Signal:22.95,Rectwin_Envelope:17.25,Hanning_Envelope:16.32
Rectified_Signal:9.03,Rectwin_Envelope:17.34,Hanning_Envelope:16.34
Rectified_Signal:22.92,Rectwin_Envelope:17.65,Hanning_Envelope:16.37
Rectified_Signal:1.92,Rectwin_Envelope:17.37,Hanning_Envelope:16.42
Rectified_Signal:8.90,Rectwin_Envelope:17.46,Hanning_Envelope:16.48
Rectified_Signal:21.06,Rectwin_Envelope:17.44,Hanning_Envelope:16.55
Rectified_Signal:22.90,Rectwin_Envelope:17.40,Hanning_Envelope:16.63
Rectified_Signal:4.09,Rectwin_Envelope:17.37,Hanning_Envelope:16.73
Rectified_Signal:27.04,Rectwin_Envelope:17.11,Hanning_Envelope:16.84
Rectified_Signal:33.97,Rectwin_Envelope:17.34,Hanning_Envelope:16.96
Rectified_Signal:7.01,Rectwin_Envelope:17.44,Hanning_Envelope:17.08
Rectified_Signal:8.97,Rectwin_Envelope:17.41,Hanning_Envelope:17.21
Rectified_Signal:22.99,Rectwin_Envelope:17.40,Hanning_Envelope:17.33
Rectified_Signal:19.94,Rectwin_Envelope:17.34,Hanning_Envelope:17.46
Rectified_Signal:23.01,Rectwin_Envelope:17.26,Hanning_Envelope:17.59
Rectified_Signal:38.93,Rectwin_Envelope:17.57,Hanning_Envelope:17.72
Rectified_Signal:9.05,Rectwin_Envelope:17.28,Hanning_Envelope:17.84
Rectified_Signal:2.94,Rectwin_Envelope:17.26,Hanning_Envelope:17.96
Rectified_Signal:4.05,Rectwin_Envelope:17.21,Hanning_Envelope:18.07
Rectified_Signal:7.03,Rectwin_Envelope:17.22,Hanning_Envelope:18.16
Rectified_Signal:0.03,Rectwin_Envelope:17.17,Hanning_Envelope:18.23
Rectified_Signal:11.94,Rectwin_Envelope:17.18,Hanning_Envelope:18.29
Rectified_Signal:30.00,Rectwin_Envelope:17.43,Hanning_Envelope:18.32
Rectified_Signal:10.98,Rectwin_Envelope:17.38,Hanning_Envelope:18.34
Rectified_Signal:27.97,Rectwin_Envelope:17.19,Hanning_Envelope:18.34
Rectified_Signal:23.92,Rectwin_Envelope:17.10,Hanning_Envelope:18.33
Rectified_Signal:1.92,Rectwin_Envelope:16.60,Hanning_Envelope:18.31
Rectified_Signal:6.90,Rectwin_Envelope:16.70,Hanning_Envelope:18.27
Rectified_Signal:3.90,Rectwin_Envelope:16.43,Hanning_Envelope:18.20
Rectified_Signal:42.02,Rectwin_Envelope:17.06,Hanning_Envelope:18.11
Rectified_Signal:19.98,Rectwin_Envelope:17.18,Hanning_Envelope:17.99
Rectified_Signal:35.95,Rectwin_Envelope:17.44,Hanning_Envelope:17.86
Rectified_Signal:43.86,Rectwin_Envelope:17.81,Hanning_Envelope:17.72
Rectified_Signal:14.11,Rectwin_Envelope:17.90,Hanning_Envelope:17.58
Rectified_Signal:3.88,Rectwin_Envelope:17.88,Hanning_Envelope:17.45
Rectified_Signal:7.86,Rectwin_Envelope:18.00,Hanning_Envelope:17.32
Rectified_Signal:7.12,Rectwin_Envelope:17.71,Hanning_Envelope:17.19
Rectified_Signal:7.11,Rectwin_Envelope:17.60,Hanning_Envelope:17.08
Rectified_Signal:17.86,Rectwin_Envelope:17.44,Hanning_Envelope:16.97
Rectified_Signal:20.10,Rectwin_Envelope:17.38,Hanning_Envelope:16.87
Rectified_Signal:22.06,Rectwin_Envelope:17.74,Hanning_Envelope:16.78
Rectified_Signal:24.89,Rectwin_Envelope:17.62,Hanning_Envelope:16.70
Rectified_Signal:8.88,Rectwin_Envelope:17.31,Hanning_Envelope:16.64
Rectified_Signal:8.86,Rectwin_Envelope:17.27,Hanning_Envelope:16.59
Rectified_Signal:23.81,Rectwin_Envelope:17.63,Hanning_Envelope:16.56
Rectified_Signal:6.18,Rectwin_Envelope:17.39,Hanning_Envelope:16.52
Rectified_Signal:5.17,Rectwin_Envelope:17.16,Hanning_Envelope:16.51
Rectified_Signal:25.78,Rectwin_Envelope:16.87,Hanning_Envelope:16.51
Rectified_Signal:43.69,Rectwin_Envelope:17.03,Hanning_Envelope:16.52
Rectified_Signal:8.29,Rectwin_Envelope:16.67,Hanning_Envelope:16.54
Rectified_Signal:9.27,Rectwin_Envelope:16.40,Hanning_Envelope:16.57
Rectified_Signal:8.71,Rectwin_Envelope:16.39,Hanning_Envelope:16.61
Rectified_Signal:9.27,Rectwin_Envelope:16.12,Hanning_Envelope:16.63
Rectified_Signal:8.25,Rectwin_Envelope:16.25,Hanning_Envelope:16.66
Rectified_Signal:11.72,Rectwin_Envelope:16.30,Hanning_Envelope:16.68
Rectified_Signal:23.68,Rectwin_Envelope:16.36,Hanning_Envelope:16.68
Rectified_Signal:10.30,Rectwin_Envelope:16.11,Hanning_Envelope:16.68
Rectified_Signal:2.69,Rectwin_Envelope:16.08,Hanning_Envelope:16.68
Rectified_Signal:26.64,Rectwin_Envelope:16.07,Hanning_Envelope:16.66
Rectified_Signal:23.59,Rectwin_Envelope:15.86,Hanning_Envelope:16.64
Rectified_Signal:7.39,Rectwin_Envelope:15.87,Hanning_Envelope:16.61
Rectified_Signal:1.60,Rectwin_Envelope:15.72,Hanning_Envelope:16.57
Rectified_Signal:26.34,Rectwin_Envelope:15.79,Hanning_Envelope:16.52
Rectified_Signal:38.27,Rectwin_Envelope:16.16,Hanning_Envelope:16.46
Rectified_Signal:40.65,Rectwin_Envelope:16.51,Hanning_Envelope:16.39
Rectified_Signal:49.55,Rectwin_Envelope:16.72,Hanning_Envelope:16.31
Rectified_Signal:11.42,Rectwin_Envelope:16.77,Hanning_Envelope:16.25
Rectified_Signal:2.42,Rectwin_Envelope:16.76,Hanning_Envelope:16.20
Rectified_Signal:12.40,Rectwin_Envelope:16.92,Hanning_Envelope:16.16
Rectified_Signal:13.37,Rectwin_Envelope:17.05,Hanning_Envelope:16.12
Rectified_Signal:18.59,Rectwin_Envelope:17.42,Hanning_Envelope:16.09
Rectified_Signal:15.56,Rectwin_Envelope:17.49,Hanning_Envelope:16.07
Rectified_Signal:7.42,Rectwin_Envelope:17.04,Hanning_Envelope:16.07
Rectified_Signal:14.39,Rectwin_Envelope:17.11,Hanning_Envelope:16.09
Rectified_Signal:20.57,Rectwin_Envelope:16.96,Hanning_Envelope:16.13
Rectified_Signal:8.55,Rectwin_Envelope:16.66,Hanning_Envelope:16.18
Rectified_Signal:2.45,Rectwin_Envelope:16.67,Hanning_Envelope:16.24
Rectified_Signal:1.44,Rectwin_Envelope:16.56,Hanning_Envelope:16.31
Rectified_Signal:14.41,Rectwin_Envelope:16.77,Hanning_Envelope:16.38
Rectified_Signal:24.37,Rectwin_Envelope:16.41,Hanning_Envelope:16.45
Rectified_Signal:15.33,Rectwin_Envelope:16.32,Hanning_Envelope:16.52
Rectified_Signal:33.60,Rectwin_Envelope:16.27,Hanning_Envelope:16.60
Rectified_Signal:43.51,Rectwin_Envelope:16.27,Hanning_Envelope:16.68
Rectified_Signal:14.46,Rectwin_Envelope:16.27,Hanning_Envelope:16.75
Rectified_Signal:2.45,Rectwin_Envelope:16.25,Hanning_Envelope:16.83
Rectified_Signal:11.43,Rectwin_Envelope:16.32,Hanning_Envelope:16.89
Rectified_Signal:26.38,Rectwin_Envelope:16.70,Hanning_Envelope:16.94
Rectified_Signal:21.58,Rectwin_Envelope:16.99,Hanning_Envelope:16.98
Rectified_Signal:31.52,Rectwin_Envelope:17.27,Hanning_Envelope:17.02
Rectified_Signal:30.42,Rectwin_Envelope:17.47,Hanning_Envelope:17.05
Rectified_Signal:10.40,Rectwin_Envelope:17.24,Hanning_Envelope:17.09
Rectified_Signal:30.54,Rectwin_Envelope:17.35,Hanning_Envelope:17.14
Rectified_Signal:15.51,Rectwin_Envelope:17.48,Hanning_Envelope:17.19
Rectified_Signal:0.50,Rectwin_Envelope:17.32,Hanning_Envelope:17.24
Rectified_Signal:1.49,Rectwin_Envelope:16.87,Hanning_Envelope:17.29
Rectified_Signal:24.44,Rectwin_Envelope:17.24,Hanning_Envelope:17.35
Rectified_Signal:18.41,Rectwin_Envelope:17.50,Hanning_Envelope:17.39
Rectified_Signal:25.54,Rectwin_Envelope:17.50,Hanning_Envelope:17.43
Rectified_Signal:39.46,Rectwin_Envelope:17.41,Hanning_Envelope:17.48
Rectified_Signal:23.49,Rectwin_Envelope:17.72,Hanning_Envelope:17.52
Rectified_Signal:6.48,Rectwin_Envelope:17.66,Hanning_Envelope:17.57
Rectified_Signal:12.45,Rectwin_Envelope:17.73,Hanning_Envelope:17.62
Rectified_Signal:2.45,Rectwin_Envelope:17.60,Hanning_Envelope:17.67
Rectified_Signal:7.43,Rectwin_Envelope:17.58,Hanning_Envelope:17.71
Rectified_Signal:13.54,Rectwin_Envelope:17.62,Hanning_Envelope:17.76
Rectified_Signal:5.53,Rectwin_Envelope:17.25,Hanning_Envelope:17.79
Rectified_Signal:8.51,Rectwin_Envelope:17.22,Hanning_Envelope:17.82
Rectified_Signal:7.50,Rectwin_Envelope:17.32,Hanning_Envelope:17.84
Rectified_Signal:33.43,Rectwin_Envelope:17.45,Hanning_Envelope:17.85
Rectified_Signal:27.38,Rectwin_Envelope:17.53,Hanning_Envelope:17.85
Rectified_Signal:0.62,Rectwin_Envelope:17.39,Hanning_Envelope:17.85
Rectified_Signal:0.62,Rectwin_Envelope:17.37,Hanning_Envelope:17.84
Rectified_Signal:41.54,Rectwin_Envelope:17.68,Hanning_Envelope:17.83
Rectified_Signal:23.49,Rectwin_Envelope:17.38,Hanning_Envelope:17.80
Rectified_Signal:29.45,Rectwin_Envelope:17.16,Hanning_Envelope:17.78
Rectified_Signal:21.41,Rectwin_Envelope:16.59,Hanning_Envelope:17.75
Rectified_Signal:29.53,Rectwin_Envelope:16.96,Hanning_Envelope:17.72
Rectified_Signal:23.48,Rectwin_Envelope:17.38,Hanning_Envelope:17.68
Rectified_Signal:27.43,Rectwin_Envelope:17.68,Hanning_Envelope:17.63
Rectified_Signal:12.40,Rectwin_Envelope:17.66,Hanning_Envelope:17.57
Rectified_Signal:5.39,Rectwin_Envelope:17.39,Hanning_Envelope:17.52
Rectified_Signal:20.57,Rectwin_Envelope:17.49,Hanning_Envelope:17.46
Rectified_Signal:21.39,Rectwin_Envelope:17.77,Hanning_Envelope:17.41
Rectified_Signal:11.37,Rectwin_Envelope:17.71,Hanning_Envelope:17.35
Rectified_Signal:14.60,Rectwin_Envelope:17.59,Hanning_Envelope:17.30
Rectified_Signal:9.58,Rectwin_Envelope:17.61,Hanning_Envelope:17.25
Rectified_Signal:0.42,Rectwin_Envelope:17.57,Hanning_Envelope:17.21
Rectified_Signal:2.41,Rectwin_Envelope:17.59,Hanning_Envelope:17.17
Rectified_Signal:32.35,Rectwin_Envelope:17.95,Hanning_Envelope:17.14
Rectified_Signal:22.30,Rectwin_Envelope:17.91,Hanning_Envelope:17.10
Rectified_Signal:21.66,Rectwin_Envelope:18.04,Hanning_Envelope:17.09
Rectified_Signal:14.63,Rectwin_Envelope:17.66,Hanning_Envelope:17.08
Rectified_Signal:10.35,Rectwin_Envelope:16.99,Hanning_Envelope:17.09
Rectified_Signal:6.63,Rectwin_Envelope:16.84,Hanning_Envelope:17.11
Rectified_Signal:8.62,Rectwin_Envelope:16.96,Hanning_Envelope:17.13
Rectified_Signal:23.34,Rectwin_Envelope:17.20,Hanning_Envelope:17.15
Rectified_Signal:20.30,Rectwin_Envelope:17.08,Hanning_Envelope:17.16
Rectified_Signal:38.63,Rectwin_Envelope:17.42,Hanning_Envelope:17.17
Rectified_Signal:14.60,Rectwin_Envelope:17.08,Hanning_Envelope:17.18
Rectified_Signal:3.40,Rectwin_Envelope:16.54,Hanning_Envelope:17.19
Rectified_Signal:8.38,Rectwin_Envelope:16.50,Hanning_Envelope:17.21
Rectified_Signal:17.59,Rectwin_Envelope:16.24,Hanning_Envelope:17.22
Rectified_Signal:27.53,Rectwin_Envelope:16.48,Hanning_Envelope:17.22
Rectified_Signal:3.52,Rectwin_Envelope:16.54,Hanning_Envelope:17.20
Rectified_Signal:9.51,Rectwin_Envelope:16.70,Hanning_Envelope:17.17
Rectified_Signal:27.44,Rectwin_Envelope:16.76,Hanning_Envelope:17.13
Rectified_Signal:16.41,Rectwin_Envelope:16.72,Hanning_Envelope:17.08
Rectified_Signal:26.54,Rectwin_Envelope:16.74,Hanning_Envelope:17.03
Rectified_Signal:34.47,Rectwin_Envelope:16.64,Hanning_Envelope:16.97
Rectified_Signal:29.47,Rectwin_Envelope:16.76,Hanning_Envelope:16.92
Rectified_Signal:21.43,Rectwin_Envelope:17.06,Hanning_Envelope:16.86
Rectified_Signal:19.39,Rectwin_Envelope:17.20,Hanning_Envelope:16.81
Rectified_Signal:10.37,Rectwin_Envelope:17.36,Hanning_Envelope:16.76
Rectified_Signal:1.63,Rectwin_Envelope:17.24,Hanning_Envelope:16.71
Rectified_Signal:10.61,Rectwin_Envelope:17.18,Hanning_Envelope:16.67
Rectified_Signal:38.31,Rectwin_Envelope:17.84,Hanning_Envelope:16.64
Rectified_Signal:23.27,Rectwin_Envelope:18.13,Hanning_Envelope:16.61
Rectified_Signal:23.69,Rectwin_Envelope:18.46,Hanning_Envelope:16.60
Rectified_Signal:1.68,Rectwin_Envelope:17.82,Hanning_Envelope:16.61
Rectified_Signal:16.29,Rectwin_Envelope:17.60,Hanning_Envelope:16.66
Rectified_Signal:8.70,Rectwin_Envelope:17.76,Hanning_Envelope:16.72
Rectified_Signal:3.69,Rectwin_Envelope:17.82,Hanning_Envelope:16.79
Rectified_Signal:14.28,Rectwin_Envelope:17.28,Hanning_Envelope:16.87
Rectified_Signal:18.24,Rectwin_Envelope:17.17,Hanning_Envelope:16.97
Rectified_Signal:26.70,Rectwin_Envelope:17.12,Hanning_Envelope:17.07
Rectified_Signal:49.60,Rectwin_Envelope:17.68,Hanning_Envelope:17.18
Rectified_Signal:10.38,Rectwin_Envelope:17.30,Hanning_Envelope:17.29
Rectified_Signal:7.61,Rectwin_Envelope:16.98,Hanning_Envelope:17.41
Rectified_Signal:13.36,Rectwin_Envelope:16.70,Hanning_Envelope:17.53
Rectified_Signal:23.32,Rectwin_Envelope:16.92,Hanning_Envelope:17.64
Rectified_Signal:3.31,Rectwin_Envelope:16.88,Hanning_Envelope:17.73
Rectified_Signal:21.65,Rectwin_Envelope:16.90,Hanning_Envelope:17.82
Rectified_Signal:20.31,Rectwin_Envelope:16.88,Hanning_Envelope:17.88
Rectified_Signal:5.30,Rectwin_Envelope:16.76,Hanning_Envelope:17.93
Rectified_Signal:26.64,Rectwin_Envelope:17.00,Hanning_Envelope:17.97
Rectified_Signal:17.61,Rectwin_Envelope:17.16,Hanning_Envelope:17.99
Rectified_Signal:0.39,Rectwin_Envelope:17.16,Hanning_Envelope:17.99
Rectified_Signal:3.60,Rectwin_Envelope:17.18,Hanning_Envelope:17.98
Rectified_Signal:23.35,Rectwin_Envelope:17.00,Hanning_Envelope:17.95
Rectified_Signal:24.30,Rectwin_Envelope:17.04,Hanning_Envelope:17.91
Rectified_Signal:10.68,Rectwin_Envelope:16.82,Hanning_Envelope:17.85
Rectified_Signal:21.63,Rectwin_Envelope:16.96,Hanning_Envelope:17.79
Rectified_Signal:17.33,Rectwin_Envelope:17.10,Hanning_Envelope:17.71
Rectified_Signal:13.30,Rectwin_Envelope:17.23,Hanning_Envelope:17.62
Rectified_Signal:24.65,Rectwin_Envelope:17.55,Hanning_Envelope:17.52
Rectified_Signal:12.62,Rectwin_Envelope:17.34,Hanning_Envelope:17.41
Rectified_Signal:2.62,Rectwin_Envelope:16.99,Hanning_Envelope:17.30
Rectified_Signal:38.54,Rectwin_Envelope:16.98,Hanning_Envelope:17.20
Rectified_Signal:25.49,Rectwin_Envelope:17.20,Hanning_Envelope:17.10
Rectified_Signal:10.49,Rectwin_Envelope:17.34,Hanning_Envelope:16.99
Rectified_Signal:5.50,Rectwin_Envelope:17.29,Hanning_Envelope:16.89
Rectified_Signal:18.46,Rectwin_Envelope:17.30,Hanning_Envelope:16.79
Rectified_Signal:21.42,Rectwin_Envelope:17.18,Hanning_Envelope:16.70
Rectified_Signal:2.41,Rectwin_Envelope:17.16,Hanning_Envelope:16.62
Rectified_Signal:8.40,Rectwin_Envelope:17.14,Hanning_Envelope:16.55
Rectified_Signal:11.58,Rectwin_Envelope:16.82,Hanning_Envelope:16.48
Rectified_Signal:34.51,Rectwin_Envelope:17.18,Hanning_Envelope:16.42
Rectified_Signal:45.40,Rectwin_Envelope:17.56,Hanning_Envelope:16.37
Rectified_Signal:40.32,Rectwin_Envelope:17.68,Hanning_Envelope:16.34
Rectified_Signal:10.66,Rectwin_Envelope:17.30,Hanning_Envelope:16.32
Rectified_Signal:13.63,Rectwin_Envelope:17.14,Hanning_Envelope:16.34
Rectified_Signal:12.61,Rectwin_Envelope:17.01,Hanning_Envelope:16.37
Rectified_Signal:10.59,Rectwin_Envelope:17.01,Hanning_Envelope:16.41
Rectified_Signal:13.39,Rectwin_Envelope:17.25,Hanning_Envelope:16.46
Rectified_Signal:8.37,Rectwin_Envelope:17.20,Hanning_Envelope:16.51
Rectified_Signal:36.56,Rectwin_Envelope:17.17,Hanning_Envelope:16.57
Rectified_Signal:18.52,Rectwin_Envelope:17.07,Hanning_Envelope:16.65
Rectified_Signal:23.43,Rectwin_Envelope:17.07,Hanning_Envelope:16.73
Rectified_Signal:25.38,Rectwin_Envelope:17.54,Hanning_Envelope:16.83
Rectified_Signal:6.60,Rectwin_Envelope:17.35,Hanning_Envelope:16.92
Rectified_Signal:5.59,Rectwin_Envelope:17.29,Hanning_Envelope:17.03
Rectified_Signal:36.52,Rectwin_Envelope:17.94,Hanning_Envelope:17.14
Rectified_Signal:30.46,Rectwin_Envelope:18.27,Hanning_Envelope:17.25
Rectified_Signal:23.50,Rectwin_Envelope:18.37,Hanning_Envelope:17.37
Rectified_Signal:17.46,Rectwin_Envelope:18.19,Hanning_Envelope:17.50
Rectified_Signal:25.41,Rectwin_Envelope:17.70,Hanning_Envelope:17.64
Rectified_Signal:36.52,Rectwin_Envelope:18.23,Hanning_Envelope:17.81
Rectified_Signal:16.48,Rectwin_Envelope:18.40,Hanning_Envelope:17.97
Rectified_Signal:12.46,Rectwin_Envelope:18.39,Hanning_Envelope:18.14
Rectified_Signal:12.43,Rectwin_Envelope:18.17,Hanning_Envelope:18.30
Rectified_Signal:8.55,Rectwin_Envelope:18.27,Hanning_Envelope:18.47
Rectified_Signal:29.49,Rectwin_Envelope:18.43,Hanning_Envelope:18.64
Rectified_Signal:23.46,Rectwin_Envelope:18.49,Hanning_Envelope:18.79
Rectified_Signal:10.44,Rectwin_Envelope:18.60,Hanning_Envelope:18.95
Rectified_Signal:29.50,Rectwin_Envelope:18.65,Hanning_Envelope:19.09
Rectified_Signal:31.44,Rectwin_Envelope:18.93,Hanning_Envelope:19.23
Rectified_Signal:1.56,Rectwin_Envelope:18.95,Hanning_Envelope:19.36
Rectified_Signal:9.42,Rectwin_Envelope:19.07,Hanning_Envelope:19.48
Rectified_Signal:29.52,Rectwin_Envelope:19.19,Hanning_Envelope:19.59
Rectified_Signal:22.48,Rectwin_Envelope:19.16,Hanning_Envelope:19.69
Rectified_Signal:38.45,Rectwin_Envelope:19.71,Hanning_Envelope:19.79
Rectified_Signal:45.36,Rectwin_Envelope:20.19,Hanning_Envelope:19.88
Rectified_Signal:11.62,Rectwin_Envelope:20.07,Hanning_Envelope:19.96
Rectified_Signal:12.59,Rectwin_Envelope:20.06,Hanning_Envelope:20.05
Rectified_Signal:17.56,Rectwin_Envelope:19.92,Hanning_Envelope:20.14
Rectified_Signal:22.51,Rectwin_Envelope:20.11,Hanning_Envelope:20.23
Rectified_Signal:6.50,Rectwin_Envelope:20.19,Hanning_Envelope:20.31
Rectified_Signal:13.47,Rectwin_Envelope:19.69,Hanning_Envelope:20.39
Rectified_Signal:25.48,Rectwin_Envelope:19.69,Hanning_Envelope:20.46
Rectified_Signal:8.46,Rectwin_Envelope:19.65,Hanning_Envelope:20.52
Rectified_Signal:25.49,Rectwin_Envelope:20.05,Hanning_Envelope:20.58
Rectified_Signal:25.44,Rectwin_Envelope:20.19,Hanning_Envelope:20.61
Rectified_Signal:2.56,Rectwin_Envelope:19.81,Hanning_Envelope:20.63
Rectified_Signal:4.44,Rectwin_Envelope:19.85,Hanning_Envelope:20.65
Rectified_Signal:11.41,Rectwin_Envelope:19.91,Hanning_Envelope:20.65
Rectified_Signal:8.40,Rectwin_Envelope:19.85,Hanning_Envelope:20.63
Rectified_Signal:1.60,Rectwin_Envelope:19.19,Hanning_Envelope:20.60
Rectified_Signal:35.33,Rectwin_Envelope:18.99,Hanning_Envelope:20.56
Rectified_Signal:40.25,Rectwin_Envelope:18.99,Hanning_Envelope:20.50
Rectified_Signal:23.70,Rectwin_Envelope:19.25,Hanning_Envelope:20.42
Rectified_Signal:5.69,Rectwin_Envelope:19.09,Hanning_Envelope:20.32
Rectified_Signal:6.68,Rectwin_Envelope:18.97,Hanning_Envelope:20.21
Rectified_Signal:37.60,Rectwin_Envelope:19.51,Hanning_Envelope:20.08
Rectified_Signal:9.38,Rectwin_Envelope:19.43,Hanning_Envelope:19.93
Rectified_Signal:25.33,Rectwin_Envelope:19.77,Hanning_Envelope:19.77
Rectified_Signal:32.61,Rectwin_Envelope:19.69,Hanning_Envelope:19.60
Rectified_Signal:24.56,Rectwin_Envelope:19.81,Hanning_Envelope:19.45
Rectified_Signal:34.37,Rectwin_Envelope:20.03,Hanning_Envelope:19.29
Rectified_Signal:14.34,Rectwin_Envelope:19.81,Hanning_Envelope:19.15
Rectified_Signal:14.63,Rectwin_Envelope:19.97,Hanning_Envelope:19.02
Rectified_Signal:8.61,Rectwin_Envelope:20.03,Hanning_Envelope:18.90
Rectified_Signal:39.53,Rectwin_Envelope:20.09,Hanning_Envelope:18.79
Rectified_Signal:42.44,Rectwin_Envelope:20.33,Hanning_Envelope:18.71
Rectified_Signal:11.53,Rectwin_Envelope:20.09,Hanning_Envelope:18.64
Rectified_Signal:26.48,Rectwin_Envelope:20.27,Hanning_Envelope:18.61
Rectified_Signal:36.45,Rectwin_Envelope:20.49,Hanning_Envelope:18.60
Rectified_Signal:14.42,Rectwin_Envelope:20.05,Hanning_Envelope:18.62
Rectified_Signal:18.38,Rectwin_Envelope:20.09,Hanning_Envelope:18.66
Rectified_Signal:2.38,Rectwin_Envelope:19.89,Hanning_Envelope:18.73
Rectified_Signal:5.61,Rectwin_Envelope:19.75,Hanning_Envelope:18.82
Rectified_Signal:24.56,Rectwin_Envelope:20.07,Hanning_Envelope:18.92
Rectified_Signal:24.51,Rectwin_Envelope:19.97,Hanning_Envelope:19.03
Rectified_Signal:26.43,Rectwin_Envelope:20.03,Hanning_Envelope:19.15
Rectified_Signal:2.43,Rectwin_Envelope:19.87,Hanning_Envelope:19.29
Rectified_Signal:31.51,Rectwin_Envelope:19.91,Hanning_Envelope:19.44
Rectified_Signal:14.48,Rectwin_Envelope:19.57,Hanning_Envelope:19.60
Rectified_Signal:7.47,Rectwin_Envelope:19.69,Hanning_Envelope:19.76
Rectified_Signal:5.45,Rectwin_Envelope:19.61,Hanning_Envelope:19.92
Rectified_Signal:34.48,Rectwin_Envelope:19.71,Hanning_Envelope:20.07
Rectified_Signal:19.44,Rectwin_Envelope:19.65,Hanning_Envelope:20.22
Rectified_Signal:20.52,Rectwin_Envelope:19.29,Hanning_Envelope:20.35
Rectified_Signal:43.43,Rectwin_Envelope:19.25,Hanning_Envelope:20.48
Rectified_Signal:30.50,Rectwin_Envelope:19.63,Hanning_Envelope:20.60
Rectified_Signal:17.47,Rectwin_Envelope:19.73,Hanning_Envelope:20.70
Rectified_Signal:2.53,Rectwin_Envelope:19.43,Hanning_Envelope:20.78
Rectified_Signal:1.52,Rectwin_Envelope:19.01,Hanning_Envelope:20.84
